fid,title,description,category,price,length,rating,actors
863,SUN CONFESSIONS,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,Sci-Fi,0.99,141,R,"DanTorn, LucilleTracy, SylvesterDern, CateHarris, JadaRyder"
53,BANG KWAI,A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park,Family,2.99,87,NC-17,"BetteNicholson, SandraPeck, JuliaBarrymore, MichelleMcconaughey, WalterTorn, RussellTemple, FayWood"
581,MINORITY KISS,A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback,Music,0.99,59,G,VivienBasinger
666,PAYCHECK WAIT,A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert,Drama,4.99,145,PG-13,"GaryPenn, RussellBacall, LizaBergman"
827,SPICE SORORITY,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,Drama,4.99,141,NC-17,"EdChase, WoodyHoffman, TomMckellen, KirkJovovich, FayKilmer, ScarlettDamon, MorganMcdormand, MichaelBening, JonChase, GeneMckellen, GregoryGooding"
878,TEEN APOLLO,A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank,Travel,4.99,74,G,"MillaPeck, NickStallone, CarmenHunt, GregChaplin, RiverDean"
93,BRANNIGAN SUNRISE,A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin,New,4.99,121,PG,"RipCrawford, KennethHoffman"
28,ANTHEM LUKE,A Touching Panorama of a Waitress And a Woman who must Outrace a Dog in An Abandoned Amusement Park,Comedy,4.99,91,PG-13,"MillaKeitel, OprahKilmer"
771,SCORPION APOLLO,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,Drama,4.99,137,NC-17,"MatthewJohansson, BobFawcett, JuliaMcqueen, HenryBerry, SeanGuiness, LizaBergman, KevinGarland, GrouchoWilliams"
729,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,Sports,2.99,177,PG,"UmaWood, AnneCronyn, ScarlettDamon, JamesPitt, WhoopiHurt, BenHarris, WilliamHackman, JeffSilverstone, JuliaZellweger"
142,CHICKEN HELLFIGHTERS,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,Documentary,0.99,122,PG,"KirstenPaltrow, HenryBerry"
565,MATRIX SNOWMAN,A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California,Foreign,4.99,56,PG-13,"SandraPeck, GaryPenn, RussellBacall"
462,INSIDER ARIZONA,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,Music,2.99,78,NC-17,"DanTorn, JuliaMcqueen, AlecWayne, KirkJovovich, DanHarris, CateMcqueen, FayWood, BurtTemple, ThoraTemple"
791,SHOW LORD,A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan,Documentary,4.99,167,PG-13,"KennethPaltrow, KevinGarland"
935,VANISHED GARDEN,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,New,0.99,142,R,"SandraKilmer, AngelinaAstaire"
290,EVERYONE CRAFT,A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria,Foreign,0.99,163,PG,"GoldieBrody, MichelleMcconaughey, WoodyJolie, JamesPitt, MinnieZellweger"
596,MOONSHINE CABIN,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,Games,4.99,171,PG-13,"JodieDegeneres, CarmenHunt, WilliamHackman, MatthewCarrey, GregoryGooding"
795,SIEGE MADRE,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,Family,0.99,111,R,"CubaOlivier, RipCrawford, NatalieHopkins, DanHarris, SidneyCrowe, SalmaNolte, BelaWalken"
321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,New,4.99,123,NC-17,"NickWahlberg, MatthewJohansson, DanTorn, KirstenPaltrow, SandraPeck, MillaKeitel, GretaMalden"
1,ACADEMY DINOSAUR,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,Documentary,0.99,86,PG,"PenelopeGuiness, ChristianGable, LucilleTracy, SandraPeck, JohnnyCage, MenaTemple, WarrenNolte, OprahKilmer, RockDukakis, MaryKeitel"
79,BLADE POLISH,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station,Drama,0.99,114,PG-13,"JenniferDavis, AlecWayne, KevinGarland, RiverDean, AngelaWitherspoon"
723,REIGN GENTLEMEN,A Emotional Yarn of a Composer And a Man who must Escape a Butler in The Gulf of Mexico,Sci-Fi,2.99,82,PG-13,"AlecWayne, JohnnyCage, MorganHopkins"
388,GUNFIGHT MOON,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,Comedy,0.99,70,NC-17,"CarmenHunt, GinaDegeneres, KevinGarland, RussellClose"
225,DESTINATION JERK,A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat,Drama,0.99,76,PG-13,"GraceMostel, RipCrawford, CameronWray"
509,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,Children,0.99,78,NC-17,"PenelopeGuiness, BetteNicholson, ChristopherBerry, WarrenJackman, WhoopiHurt, CubaBirch"
384,GROSSE WONDERFUL,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,Music,4.99,49,R,"SeanGuiness, DanStreep, CubaAllen, AlbertJohansson"
209,DARKNESS WAR,A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert,Drama,2.99,99,NC-17,"GeneWillis, GinaDegeneres"
495,KENTUCKIAN GIANT,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,Horror,2.99,169,PG,"VivienBergen, ElvisMarx, WarrenNolte, RussellClose"
914,TROUBLE DATE,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,Travel,2.99,61,PG,"ChristianGable, KevinBloom, JudyDean, KennethPaltrow, JadaRyder, RussellClose, ReneeBall, GregoryGooding"
886,THEORY MERMAID,A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station,Animation,0.99,184,PG-13,"CubaOlivier, FredCostner, WillWilson, MenaHopper, MaryKeitel, JuliaFawcett"
983,WON DARES,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,Music,2.99,105,PG,"ChristianGable, KirstenPaltrow, LisaMonroe, RussellClose, JuliaZellweger"
637,OPEN AFRICAN,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,Sci-Fi,4.99,131,PG,"GraceMostel, JuliaMcqueen, SissySobieski, JudeCruise, MillaKeitel, GinaDegeneres, AdamHopper, VivienBasinger, JuliaZellweger"
762,SASSY PACKER,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,Games,0.99,154,G,"GrouchoSinatra, AngelaWitherspoon, LisaMonroe"
563,MASSACRE USUAL,A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California,Games,4.99,165,R,"SpencerDepp, FayWinslet, GeneMckellen"
407,HAWK CHILL,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,Documentary,0.99,47,PG-13,"ReeseKilmer, ParkerGoldberg, AnneCronyn, CarmenHunt, CameronZellweger, CateMcqueen, IanTandy"
23,ANACONDA CONFESSIONS,A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia,Animation,0.99,92,R,"PenelopeGuiness, JenniferDavis, ElvisMarx, JayneNolte, HumphreyWillis"
838,STAGECOACH ARMAGEDDON,A Touching Display of a Pioneer And a Butler who must Chase a Car in California,Action,4.99,112,R,"KarlBerry, SandraPeck, WoodyJolie, SeanGuiness, KirstenAkroyd, MorganHopkins"
146,CHITTY LOCK,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,Drama,2.99,107,G,"JohnnyLollobrigida, LucilleTracy, ElvisMarx, SissySobieski, ValBolger, SusanDavis, RussellTemple, AlGarland, NickDegeneres, OlympiaPfeiffer, LisaMonroe, HumphreyGarland, RockDukakis"
31,APACHE DIVINE,A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat,Family,4.99,92,NC-17,"NickWahlberg, CubaOlivier, AnneCronyn, HenryBerry"
678,PICKUP DRIVING,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,Sports,2.99,77,G,"JodieDegeneres, GaryPhoenix, MinnieZellweger, EllenPresley, WillWilson"
114,CAMELOT VACATION,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,Sci-Fi,0.99,61,NC-17,"JudeCruise, AlbertNolte"
823,SOUTH WAIT,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,Action,2.99,143,R,"MichelleMcconaughey, GaryPenn"
788,SHIP WONDERLAND,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,Documentary,2.99,104,R,"AudreyOlivier, MaeHoffman, RalphCruz, KennethTorn, CubaAllen, WarrenJackman, NickDegeneres, CubaBirch"
476,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,Family,2.99,130,NC-17,"GoldieBrody, NatalieHopkins, AngelaHudson, BenHarris, MinnieKilmer"
78,BLACKOUT PRIVATE,A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan,Animation,2.99,85,PG,"SandraKilmer, CaryMcconaughey, CameronZellweger, KennethHoffman, MatthewCarrey"
482,JEOPARDY ENCINO,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,Classics,0.99,102,R,"AlecWayne, GregChaplin, GeoffreyHeston, JuliaZellweger, MaryKeitel"
923,UNFAITHFUL KILL,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,Drama,2.99,78,R,"JuliaBarrymore, GregChaplin, DarylWahlberg, LucilleDee, WhoopiHurt, KimAllen, LaurenceBullock, ReneeBall"
276,ELEMENT FREDDY,A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat,Comedy,4.99,115,NC-17,"KirkJovovich, AngelaHudson, MerylGibson, BelaWalken"
931,VALENTINE VANISHING,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,Travel,0.99,48,PG-13,"BurtDukakis, EdGuiness"
118,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,Animation,0.99,85,R,"ZeroCage, ValBolger, RalphCruz, SpencerDepp, MatthewLeigh, RussellTemple"
471,ISLAND EXORCIST,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,Classics,2.99,84,NC-17,"RayJohansson, AngelaHudson, DarylCrawford"
423,HOLLYWOOD ANONYMOUS,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,Children,0.99,69,PG,"AnneCronyn, HenryBerry, ChristianNeeson, ReneeTracy, GrouchoWilliams, BelaWalken"
374,GRAFFITI LOVE,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,Sci-Fi,0.99,117,PG,"JohnnyCage, ChristianNeeson, KennethPaltrow, GaryPenn, SeanGuiness, AudreyBailey"
623,NEWTON LABYRINTH,A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India,Foreign,0.99,75,PG,"SeanWilliams, GregChaplin, AlbertNolte, AudreyBailey"
242,DOOM DANCING,A Astounding Panorama of a Car And a Mad Scientist who must Battle a Lumberjack in A MySQL Convention,Comedy,0.99,68,R,"CameronStreep, NickStallone, ChristianAkroyd, JessicaBailey, MaeHoffman, WoodyJolie, WarrenNolte, ChrisDepp"
733,RIVER OUTLAW,A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention,Sports,0.99,149,PG-13,"KirstenPaltrow, GaryPhoenix, WarrenNolte, LisaMonroe"
484,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,Classics,2.99,172,NC-17,"DanTorn, BurtDukakis, ReeseKilmer, JuliaBarrymore, MillaKeitel, RitaReynolds, ChrisDepp, BelaWalken"
856,STREETCAR INTENTIONS,A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico,Horror,4.99,73,R,"VivienBergen, SandraKilmer, ChristianAkroyd, MichelleMcconaughey, EllenPresley, RussellBacall, LaurenceBullock"
312,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,Sci-Fi,4.99,75,R,"TimHackman, FrancesDay-lewis, JamesPitt, SpencerPeck, DarylWahlberg, MegHawke, RussellBacall, ScarlettBening, CateMcqueen, AngelaWitherspoon, IanTandy"
656,PAPI NECKLACE,A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan,Travel,0.99,128,PG,"MegHawke, MorganHopkins, CubaAllen"
669,PEARL DESTINY,A Lacklusture Yarn of a Astronaut And a Pastry Chef who must Sink a Dog in A U-Boat,Foreign,2.99,74,NC-17,"TimHackman, CameronZellweger, DarylCrawford, HarveyHope"
39,ARMAGEDDON LOST,A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft,Sci-Fi,0.99,99,G,"AngelaHudson, JamesPitt, PenelopeCronyn, CubaAllen, KimAllen, GeneMckellen, GregoryGooding"
165,COLDBLOODED DARLING,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,Sci-Fi,4.99,70,G,"BetteNicholson, LucilleTracy, BenWillis, GinaDegeneres"
91,BOUND CHEAPER,A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon,Classics,0.99,98,PG,"KarlBerry, CubaOlivier"
828,SPIKING ELEMENT,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,Classics,2.99,79,G,"DarylWahlberg, SusanDavis, WalterTorn, WilliamHackman, DebbieAkroyd, BurtTemple"
600,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,Horror,0.99,166,PG,"UmaWood, ElvisMarx, BurtDukakis, PenelopePinkett, JimMostel, WalterTorn, PenelopeCronyn, LauraBrody"
927,UPRISING UPTOWN,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,Action,2.99,174,NC-17,"AnneCronyn, GeneHopkins, BenHarris, HarveyHope, WillWilson"
980,WIZARD COLDBLOODED,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,Music,4.99,75,PG,"PenelopeGuiness, ChristianGable, TimHackman, ParkerGoldberg, AnneCronyn, MenaTemple, RayJohansson, SusanDavis, WalterTorn"
328,FOREVER CANDIDATE,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,Children,2.99,131,NC-17,JadaRyder
998,ZHIVAGO CORE,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,Horror,0.99,105,NC-17,"UmaWood, NickStallone, GaryPenn, SalmaNolte, KennethHoffman, WilliamHackman"
273,EFFECT GLADIATOR,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,Family,0.99,107,PG,"JuliaMcqueen, AlecWayne, NickStallone, JuliaBarrymore, ReneeTracy, OlympiaPfeiffer, LisaMonroe"
372,GRACELAND DYNAMITE,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,Sports,4.99,140,R,"NatalieHopkins, ChristianNeeson, BurtPosey, SidneyCrowe, AlbertJohansson, KennethHoffman"
402,HARPER DYING,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,Animation,0.99,52,G,"KennethTorn, KimAllen, AlbertJohansson, FayWinslet"
528,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,Family,2.99,155,NC-17,UmaWood
578,MILLION ACE,A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert,Classics,4.99,142,PG-13,"ChristianAkroyd, ScarlettDamon, ReneeTracy, BenHarris, JohnSuvari"
893,TITANS JERK,A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China,Sci-Fi,4.99,91,PG,"KirstenPaltrow, DanHarris, CameronWray, WoodyJolie, GregChaplin, SidneyCrowe, KimAllen"
408,HEAD STRANGER,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,Games,4.99,69,R,"GaryPhoenix, JessicaBailey"
736,ROBBERY BRIGHT,A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan,Family,0.99,134,R,"GoldieBrody, WhoopiHurt"
283,ENDING CROWDS,A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin,New,0.99,85,NC-17,"ZeroCage, BurtDukakis, MaryTandy, SidneyCrowe, ChristopherWest"
758,SAINTS BRIDE,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,Drama,2.99,125,G,"GraceMostel, FredCostner, RipCrawford, SusanDavis, MorganWilliams, MenaHopper, GrouchoWilliams, JonChase, ReeseWest, MaryKeitel"
837,STAGE WORLD,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,Comedy,2.99,85,PG,"WalterTorn, BelaWalken"
330,FORRESTER COMANCHEROS,A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria,Animation,4.99,112,NC-17,"KirkJovovich, ReeseKilmer, SeanGuiness"
70,BIKINI BORROWERS,A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station,Animation,4.99,142,NC-17,"BetteNicholson, PenelopeCronyn"
185,COWBOY DOOM,A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,Foreign,2.99,146,PG,"EdChase, MillaKeitel, JulianneDench, WhoopiHurt, GregoryGooding"
945,VIRGINIAN PLUTO,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,Documentary,0.99,164,R,"KarlBerry, SandraPeck, CameronWray, JessicaBailey, GeneWillis, PenelopeCronyn, AlbertJohansson, ThoraTemple"
899,TOWERS HURRICANE,A Fateful Display of a Monkey And a Car who must Sink a Husband in A MySQL Convention,Classics,0.99,144,NC-17,"CateMcqueen, AdamHopper, RussellTemple, CubaBirch"
562,MASKED BUBBLE,A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft,Music,0.99,151,PG-13,"GaryPenn, AdamHopper, AudreyBailey"
920,UNBREAKABLE KARATE,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,New,0.99,62,G,"KirstenPaltrow, GoldieBrody, ReeseKilmer, BurtPosey, WarrenNolte, DarylCrawford, HarveyHope, MichaelBolger"
162,CLUELESS BUCKET,A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House,Action,2.99,95,R,"UmaWood, CharlizeDench, GinaDegeneres, CameronZellweger, MorganMcdormand, AdamHopper, AlanDreyfuss, JonChase"
967,WEEKEND PERSONAL,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,Sci-Fi,2.99,134,R,"EdChase, FredCostner, JuliaMcqueen, JimMostel, SpencerDepp, SylvesterDern, GretaMalden, VivienBasinger, HumphreyGarland, ReeseWest"
513,LEATHERNECKS DWARFS,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,Travel,2.99,153,PG-13,"KarlBerry, UmaWood, BobFawcett, SpencerDepp, SusanDavis, PenelopeMonroe, IanTandy"
909,TREASURE COMMAND,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,Horror,0.99,102,PG-13,"JenniferDavis, MaryTandy, EllenPresley, SpencerDepp, CateHarris, AlbertJohansson, OprahKilmer"
366,GOLDFINGER SENSIBILITY,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,Drama,0.99,93,G,"ChristianGable, LucilleTracy, KevinGarland, NickDegeneres"
422,HOLLOW JEOPARDY,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,Sci-Fi,4.99,136,NC-17,"EmilyDee, JuliaZellweger"
204,DALMATIONS SWEDEN,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,Drama,0.99,106,PG,"JoeSwank, KevinBloom, ValBolger, GrouchoDunst, AlbertNolte, AlGarland"
